,partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
13114,6559,6,Santos,11,4,63.0,517,82.0,19,5,0,0,7
13115,6559,6,Internacional,15,1,37.0,316,74.0,19,5,0,3,4
13116,6558,6,Flamengo,11,4,49.0,392,76.0,16,4,0,2,9
13117,6558,6,Athletico-PR,12,5,51.0,412,79.0,21,3,0,0,2
13118,6560,6,Fortaleza,12,3,62.0,539,88.0,9,1,0,0,2
13119,6560,6,Vasco,14,2,38.0,337,83.0,12,2,0,0,5
13120,6561,6,Cruzeiro,18,3,65.0,559,84.0,13,1,0,1,8
13121,6561,6,Chapecoense,10,5,35.0,313,71.0,11,3,0,0,2
13122,6562,6,Bahia,10,5,33.0,303,75.0,9,2,0,0,3
13123,6562,6,Fluminense,11,4,67.0,603,90.0,10,2,1,2,3
13124,6563,6,Corinthians,13,5,40.0,296,75.0,16,3,0,1,3
13125,6563,6,Sao Paulo,9,1,60.0,438,78.0,14,4,0,3,4
13126,6565,6,Avai,13,3,52.0,417,70.0,21,4,0,2,3
13127,6565,6,Ceara,9,4,48.0,399,72.0,15,3,0,1,0
13128,6564,6,CSA,16,4,44.0,334,76.0,19,3,0,1,3
13129,6564,6,Goias,15,5,56.0,412,79.0,10,1,0,0,9
13130,6566,7,Flamengo,21,8,65.0,652,92.0,16,1,0,2,8
13131,6566,7,Fortaleza,10,4,35.0,343,86.0,6,0,0,1,2
13132,6567,7,Gremio,7,2,58.0,537,87.0,10,2,0,5,4
13133,6567,7,Bahia,14,4,42.0,394,83.0,8,1,0,0,10
13134,6568,7,Vasco,18,2,44.0,362,81.0,16,3,0,1,9
13135,6568,7,Botafogo-RJ,8,1,56.0,469,84.0,15,2,0,1,4
13136,6571,7,Sao Paulo,13,4,40.0,369,76.0,15,2,1,0,5
13137,6571,7,Cruzeiro,14,4,60.0,567,84.0,12,3,0,4,9
13138,6569,7,Ceara,13,3,39.0,301,72.0,14,2,0,0,2
13139,6569,7,Santos,12,3,61.0,470,82.0,22,1,0,2,0
13140,6570,7,Athletico-PR,16,6,56.0,457,87.0,20,1,0,1,6
13141,6570,7,Fluminense,9,2,44.0,372,79.0,17,3,1,0,4
13142,6572,7,CSA,12,0,28.0,304,79.0,11,3,0,0,2
13143,6572,7,Atletico-MG,27,7,72.0,771,90.0,2,0,0,2,11
13144,6573,7,Chapecoense,18,4,55.0,410,81.0,14,2,0,1,3
13145,6573,7,Palmeiras,14,6,45.0,356,77.0,21,5,0,0,5
13146,6574,7,Internacional,11,7,64.0,682,87.0,11,0,0,3,5
13147,6574,7,Avai,14,1,36.0,382,78.0,12,0,0,1,7
13148,6576,8,Vasco,10,3,31.0,288,73.0,13,0,0,0,0
13149,6576,8,Internacional,19,4,69.0,635,88.0,16,2,0,5,10
13150,6577,8,Palmeiras,21,3,43.0,304,77.0,16,2,0,1,7
13151,6577,8,Athletico-PR,7,3,57.0,406,82.0,29,4,0,1,7
13152,6578,8,Fortaleza,5,2,34.0,343,78.0,7,4,1,0,1
13153,6578,8,Gremio,12,4,66.0,630,89.0,7,1,0,3,10
13154,6579,8,Cruzeiro,25,7,45.0,448,83.0,12,1,0,2,11
13155,6579,8,Corinthians,5,1,55.0,538,86.0,13,1,0,1,5
13156,6580,8,Bahia,9,1,37.0,296,65.0,10,2,0,3,1
13157,6580,8,Ceara,22,5,63.0,477,81.0,12,2,0,1,9
13158,6581,8,Avai,11,1,37.0,302,65.0,17,5,0,1,4
13159,6581,8,Sao Paulo,12,3,63.0,513,80.0,17,2,0,1,10
13160,6583,8,Fluminense,18,6,64.0,607,88.0,14,2,0,1,5
13161,6583,8,Flamengo,11,2,36.0,339,79.0,17,3,0,0,2
13162,6584,8,Santos,24,5,59.0,532,87.0,12,1,0,0,4
13163,6584,8,Atletico-MG,12,4,41.0,383,75.0,14,2,0,1,5
13164,6582,8,Botafogo-RJ,13,7,61.0,520,89.0,10,1,0,0,2
13165,6582,8,CSA,21,5,39.0,328,84.0,20,2,0,3,8
13166,6585,8,Chapecoense,12,2,49.0,350,81.0,17,0,1,0,6
13167,6585,8,Goias,17,7,51.0,353,80.0,14,2,0,0,6
13168,6586,9,Gremio,14,5,53.0,515,87.0,11,2,0,4,7
13169,6586,9,Botafogo-RJ,7,3,47.0,463,87.0,9,1,0,1,4
13170,6587,9,Cruzeiro,12,4,54.0,426,86.0,15,6,0,2,5
13171,6587,9,Fortaleza,11,4,46.0,354,81.0,10,0,1,1,6
13172,6588,9,Internacional,14,7,45.0,506,83.0,11,1,0,0,3
13173,6588,9,Bahia,19,2,55.0,593,86.0,7,1,0,0,3
13174,6589,9,CSA,10,2,34.0,276,69.0,13,3,0,1,3
13175,6589,9,Flamengo,24,11,66.0,515,85.0,10,1,0,2,12
13176,6590,9,Corinthians,2,0,47.0,413,76.0,13,4,0,1,3
13177,6590,9,Santos,19,4,53.0,461,80.0,16,4,0,2,2
13180,6591,9,Ceara,8,1,47.0,426,80.0,15,2,0,3,1
13181,6591,9,Vasco,18,11,53.0,484,82.0,14,0,0,2,5
13182,6592,9,Fluminense,10,3,65.0,549,89.0,21,5,1,1,3
13183,6592,9,Chapecoense,15,4,35.0,296,78.0,12,2,0,1,5
13184,6593,9,Palmeiras,14,6,53.0,421,78.0,13,1,0,1,9
13185,6593,9,Avai,8,2,47.0,379,81.0,18,1,0,1,1
13186,6594,9,Atletico-MG,20,8,69.0,721,87.0,13,2,0,0,12
13187,6594,9,Sao Paulo,9,3,31.0,318,75.0,17,4,0,0,5
13188,6597,10,Avai,15,5,60.0,513,86.0,12,2,0,1,13
13189,6597,10,Fortaleza,14,6,40.0,361,83.0,15,2,0,0,5
13190,6596,10,Gremio,11,6,71.0,622,88.0,18,2,0,2,4
13191,6596,10,Vasco,10,5,29.0,255,71.0,12,4,0,1,6
13192,6598,10,Santos,17,6,62.0,527,84.0,11,3,0,1,7
13193,6598,10,Bahia,12,2,38.0,330,74.0,13,2,0,0,5
13194,6599,10,Sao Paulo,14,10,45.0,333,77.0,19,3,0,0,8
13195,6599,10,Palmeiras,15,5,55.0,406,80.0,18,3,0,4,5
13196,6600,10,Flamengo,30,16,74.0,561,89.0,8,1,0,0,11
13197,6600,10,Goias,7,2,26.0,202,70.0,9,2,0,3,0
13198,6602,10,Internacional,12,4,39.0,303,78.0,16,3,0,3,2
13199,6602,10,Athletico-PR,17,6,61.0,460,85.0,15,3,0,2,6
13200,6603,10,Cruzeiro,7,1,42.0,454,87.0,11,0,0,3,5
13201,6603,10,Botafogo-RJ,8,1,58.0,640,88.0,8,0,0,0,3
13202,6601,10,Corinthians,27,8,67.0,549,88.0,2,2,0,1,16
13203,6601,10,CSA,4,1,33.0,296,75.0,18,6,0,0,1
13204,6604,10,Atletico-MG,21,7,62.0,439,80.0,16,5,0,2,10
13205,6604,10,Chapecoense,15,3,38.0,264,70.0,20,3,0,2,5
13206,6605,10,Fluminense,23,7,71.0,628,87.0,11,2,0,1,14
13207,6605,10,Ceara,9,5,29.0,265,72.0,15,2,0,2,5
13208,6606,11,Fluminense,5,2,56.0,499,85.0,22,2,2,1,2
13209,6606,11,Vasco,16,5,44.0,391,83.0,25,4,0,4,3
13212,6607,11,Cruzeiro,12,5,42.0,384,79.0,8,1,0,2,5
13213,6607,11,Bahia,12,1,58.0,517,87.0,17,1,1,1,5
13214,6610,11,Gremio,10,3,58.0,570,82.0,14,2,0,0,2
13215,6610,11,Internacional,11,4,42.0,415,79.0,13,3,0,0,1
13216,6608,11,Ceara,9,4,42.0,286,77.0,26,3,0,1,3
13217,6608,11,Palmeiras,21,6,58.0,374,83.0,13,2,0,1,9
13218,6611,11,Botafogo-RJ,9,1,51.0,441,85.0,12,1,1,1,9
13219,6611,11,Santos,13,4,49.0,445,84.0,14,2,1,1,2
13220,6613,11,Corinthians,14,3,44.0,318,79.0,20,1,0,2,4
13221,6613,11,Flamengo,6,3,56.0,410,80.0,17,3,1,0,5
13222,6612,11,Fortaleza,10,4,48.0,385,80.0,12,4,0,0,2
13223,6612,11,Atletico-MG,19,7,52.0,409,84.0,15,1,0,0,3
13224,6614,11,Goias,11,3,38.0,304,69.0,19,2,0,0,3
13225,6614,11,Avai,15,3,62.0,490,81.0,16,4,0,1,5
13226,6615,11,Sao Paulo,19,6,49.0,400,79.0,29,1,0,0,5
13227,6615,11,Chapecoense,8,2,51.0,405,82.0,19,3,0,3,3
13230,6616,12,Vasco,6,1,45.0,321,77.0,22,4,0,0,4
13231,6616,12,Palmeiras,15,4,55.0,386,85.0,22,1,0,1,3
13232,6619,12,Internacional,11,5,55.0,490,82.0,11,3,0,1,6
13233,6619,12,Ceara,9,2,45.0,408,75.0,12,3,0,0,6
13234,6618,12,Fluminense,14,4,72.0,660,89.0,20,1,0,0,4
13235,6618,12,Sao Paulo,13,5,28.0,264,78.0,14,3,0,0,2
13236,6620,12,Bahia,16,7,53.0,411,74.0,15,1,0,1,5
13237,6620,12,Chapecoense,16,4,47.0,360,76.0,16,1,0,0,10
13238,6621,12,Botafogo-RJ,12,3,37.0,290,76.0,16,2,0,3,4
13239,6621,12,Flamengo,15,5,63.0,488,86.0,23,5,0,0,5
13240,6622,12,Santos,18,10,60.0,435,81.0,9,2,0,4,15
13241,6622,12,Avai,11,4,40.0,308,73.0,13,2,0,0,4
13242,6624,12,Fortaleza,14,3,48.0,408,87.0,18,2,0,2,1
13243,6624,12,Corinthians,14,5,52.0,450,87.0,16,1,0,1,1
13244,6623,12,Goias,16,2,45.0,397,85.0,14,1,0,1,7
13245,6623,12,Atletico-MG,11,0,55.0,486,87.0,9,0,0,3,4
13246,6625,12,Gremio,15,0,60.0,526,85.0,13,2,0,2,6
13247,6625,12,CSA,10,2,40.0,350,82.0,13,4,0,0,2
13248,6627,13,Fluminense,22,6,61.0,640,88.0,8,1,0,0,8
13249,6627,13,Internacional,15,4,39.0,412,83.0,12,2,0,0,5
13250,6626,13,Fortaleza,11,4,65.0,427,81.0,16,0,1,2,4
13251,6626,13,Ceara,11,4,35.0,229,62.0,14,3,0,4,8
13252,6628,13,Goias,20,2,38.0,311,79.0,8,4,0,1,6
13253,6628,13,Santos,19,10,62.0,500,84.0,15,3,0,4,6
13254,6629,13,Botafogo-RJ,9,5,40.0,368,78.0,11,1,0,0,1
13255,6629,13,Avai,30,4,60.0,507,85.0,12,2,1,3,16
13256,6630,13,Flamengo,13,1,69.0,582,82.0,14,1,0,2,7
13257,6630,13,Bahia,10,7,31.0,273,65.0,18,1,1,4,4
13258,6631,13,Corinthians,9,7,50.0,371,79.0,11,1,0,1,3
13259,6631,13,Palmeiras,8,6,50.0,373,77.0,24,3,0,3,5
13260,6632,13,CSA,12,2,43.0,395,72.0,14,1,0,1,5
13261,6632,13,Vasco,18,2,57.0,511,83.0,13,4,0,0,8
13262,6633,13,Atletico-MG,15,6,38.0,359,82.0,19,2,0,0,6
13263,6633,13,Cruzeiro,14,4,62.0,595,88.0,13,3,0,2,6
13264,6634,13,Gremio,23,9,69.0,583,88.0,17,4,0,3,11
13265,6634,13,Chapecoense,9,4,31.0,268,71.0,16,3,0,0,3
13266,6575,7,Corinthians,19,6,64.0,575,89.0,13,1,0,0,6
13267,6575,7,Goias,11,3,36.0,318,79.0,11,2,1,4,5
13268,6636,14,Chapecoense,14,3,61.0,459,83.0,11,2,0,1,4
13269,6636,14,Ceara,8,5,39.0,292,79.0,20,3,0,4,2
13270,6637,14,Sao Paulo,20,7,42.0,263,71.0,21,6,0,1,5
13271,6637,14,Santos,14,3,58.0,367,76.0,15,1,0,1,2
13272,6638,14,Flamengo,18,5,58.0,506,86.0,14,4,0,0,4
13273,6638,14,Gremio,7,2,42.0,380,82.0,15,2,0,1,3
13274,6639,14,Atletico-MG,19,9,41.0,373,80.0,14,4,0,4,3
13275,6639,14,Fluminense,21,7,59.0,527,87.0,13,2,1,2,5
13276,6640,14,Internacional,7,1,56.0,551,84.0,16,3,0,3,9
13277,6640,14,Corinthians,8,1,44.0,447,78.0,8,2,0,0,3
13278,6641,14,Palmeiras,17,9,41.0,287,78.0,15,6,1,1,8
13279,6641,14,Bahia,7,4,59.0,428,84.0,19,3,1,1,3
13280,6642,14,Cruzeiro,14,6,51.0,386,77.0,15,1,1,2,1
13281,6642,14,Avai,13,3,49.0,360,75.0,15,4,1,3,5
13282,6643,14,Athletico-PR,17,8,54.0,426,80.0,12,1,0,0,7
13283,6643,14,Botafogo-RJ,13,6,46.0,367,78.0,11,3,0,1,7
13284,6644,14,Goias,19,5,55.0,420,83.0,14,4,0,2,3
13285,6644,14,Vasco,12,5,45.0,350,74.0,22,3,1,1,4
13286,6645,14,Fortaleza,6,3,48.0,450,85.0,13,1,0,4,3
13287,6645,14,CSA,16,5,52.0,470,87.0,19,3,0,3,2
13290,6646,15,Botafogo-RJ,8,3,57.0,545,89.0,13,3,0,2,2
13291,6646,15,Corinthians,18,9,43.0,393,87.0,17,2,0,2,7
13292,6647,15,Fortaleza,15,4,55.0,485,87.0,14,1,1,0,7
13293,6647,15,Internacional,7,2,45.0,413,84.0,14,2,0,4,0
13294,6648,15,Vasco,11,6,42.0,347,82.0,12,0,0,0,7
13295,6648,15,Flamengo,17,10,58.0,491,87.0,18,3,0,0,7
13296,6650,15,Gremio,14,3,68.0,634,89.0,13,0,0,0,3
13297,6650,15,Palmeiras,15,7,32.0,304,79.0,14,0,0,1,2
13298,6651,15,Fluminense,33,12,68.0,686,91.0,7,1,0,1,7
13299,6651,15,CSA,5,3,32.0,344,72.0,16,2,0,1,1
13300,6654,15,Cruzeiro,21,10,66.0,576,92.0,16,2,0,1,8
13301,6654,15,Santos,4,2,34.0,297,83.0,7,0,1,1,4
13302,6653,15,Bahia,14,3,47.0,436,81.0,7,2,1,1,6
13303,6653,15,Goias,11,4,53.0,471,81.0,13,3,0,1,6
13304,6652,15,Ceara,10,5,41.0,316,72.0,16,2,0,0,11
13305,6652,15,Sao Paulo,12,6,59.0,463,82.0,12,3,0,4,5
13306,6655,15,Chapecoense,12,1,41.0,317,68.0,25,1,0,2,5
13307,6655,15,Avai,5,0,59.0,449,77.0,15,0,0,2,3
13310,6656,16,Atletico-MG,21,7,57.0,501,82.0,17,0,0,1,6
13311,6656,16,Bahia,6,5,43.0,391,75.0,16,2,0,0,3
13314,6658,16,Goias,7,4,26.0,203,68.0,9,2,1,0,5
13315,6658,16,Internacional,11,5,74.0,611,88.0,14,2,0,3,5
13316,6659,16,Sao Paulo,3,1,48.0,449,83.0,16,3,1,2,1
13317,6659,16,Vasco,18,7,52.0,473,85.0,19,4,0,0,2
13318,6660,16,Santos,17,10,61.0,486,86.0,14,3,0,1,3
13319,6660,16,Fortaleza,9,5,39.0,312,77.0,22,3,0,0,5
13320,6663,16,Cruzeiro,13,6,53.0,497,86.0,14,3,0,1,4
13321,6663,16,CSA,18,3,47.0,441,86.0,17,3,0,3,6
13322,6661,16,Flamengo,10,5,48.0,404,80.0,14,0,0,3,2
13323,6661,16,Ceara,16,4,52.0,412,82.0,11,3,0,4,9
13324,6662,16,Avai,12,2,48.0,399,78.0,19,0,1,2,4
13325,6662,16,Corinthians,8,4,52.0,420,78.0,15,1,1,2,2
13326,6664,16,Chapecoense,15,5,39.0,285,69.0,16,1,0,2,4
13327,6664,16,Botafogo-RJ,15,2,61.0,450,84.0,13,2,0,0,5
13328,6666,17,Gremio,7,3,45.0,426,79.0,9,1,0,0,5
13329,6666,17,Sao Paulo,19,4,55.0,496,81.0,10,0,1,0,5
13330,6667,17,Bahia,15,7,67.0,538,84.0,15,1,0,0,8
13331,6667,17,CSA,8,2,33.0,285,69.0,17,1,0,3,2
13332,6669,17,Ceara,9,5,31.0,247,61.0,15,3,0,2,4
13333,6669,17,Athletico-PR,11,4,69.0,534,82.0,14,1,0,0,10
13334,6668,17,Santos,12,4,48.0,386,80.0,19,4,0,3,5
13335,6668,17,Chapecoense,8,5,52.0,399,82.0,17,2,0,1,5
13336,6670,17,Botafogo-RJ,17,7,51.0,496,85.0,6,4,0,1,1
13337,6670,17,Internacional,16,9,49.0,485,83.0,10,4,0,0,8
13338,6671,17,Palmeiras,2,0,34.0,341,79.0,16,2,1,3,1
13339,6671,17,Flamengo,12,4,66.0,658,90.0,15,2,0,0,1
13340,6672,17,Fortaleza,11,3,52.0,389,82.0,21,3,0,0,5
13341,6672,17,Goias,7,2,48.0,365,81.0,14,1,1,4,3
13342,6673,17,Cruzeiro,11,3,57.0,501,89.0,14,3,0,2,3
13343,6673,17,Vasco,12,2,43.0,364,83.0,15,4,0,1,11
13344,6674,17,Corinthians,14,5,45.0,484,86.0,9,0,0,0,10
13345,6674,17,Atletico-MG,11,5,55.0,607,86.0,14,1,0,1,4
13346,6675,17,Avai,7,2,39.0,344,78.0,15,1,0,0,2
13347,6675,17,Fluminense,26,10,61.0,509,88.0,14,3,0,0,12
13348,6677,18,Ceara,12,6,39.0,320,81.0,10,1,0,2,8
13349,6677,18,Corinthians,13,2,61.0,508,86.0,9,1,0,2,5
13350,6676,18,Vasco,21,4,57.0,453,82.0,15,3,0,2,4
13351,6676,18,Bahia,9,3,43.0,354,71.0,19,1,0,1,3
13352,6678,18,Flamengo,9,5,59.0,540,86.0,9,2,0,1,8
13353,6678,18,Avai,8,2,41.0,378,81.0,15,1,1,1,4
13354,6679,18,Fortaleza,18,8,46.0,413,86.0,13,1,0,2,5
13355,6679,18,Fluminense,9,4,54.0,472,86.0,15,2,0,4,4
13356,6680,18,Sao Paulo,9,4,49.0,442,77.0,16,5,0,1,2
13357,6680,18,Internacional,13,4,51.0,445,81.0,14,1,0,3,9
13358,6681,18,Palmeiras,18,9,66.0,516,83.0,21,0,1,2,7
13359,6681,18,Goias,9,2,34.0,276,74.0,11,5,0,1,3
13360,6682,18,Cruzeiro,19,8,52.0,571,91.0,11,2,0,0,7
13361,6682,18,Gremio,12,4,48.0,533,91.0,10,1,0,0,2
13362,6683,18,Athletico-PR,9,4,38.0,289,68.0,15,6,0,1,3
13363,6683,18,Santos,22,11,62.0,437,77.0,8,3,0,1,11
13364,6684,18,Atletico-MG,18,6,53.0,482,88.0,14,2,1,4,8
13365,6684,18,Botafogo-RJ,11,6,47.0,435,84.0,14,4,0,2,2
13366,6685,18,CSA,10,4,48.0,312,76.0,22,3,0,3,3
13367,6685,18,Chapecoense,15,3,52.0,320,72.0,14,1,2,0,7
13368,6665,16,Palmeiras,15,8,46.0,406,83.0,12,0,0,0,3
13369,6665,16,Fluminense,12,1,54.0,463,87.0,11,2,0,2,7
13370,6686,19,Santos,6,0,48.0,349,74.0,24,5,0,3,1
13371,6686,19,Flamengo,12,2,52.0,379,70.0,20,2,0,1,3
13372,6687,19,Vasco,15,8,44.0,334,77.0,22,5,0,1,5
13373,6687,19,Chapecoense,19,7,56.0,400,81.0,14,2,0,0,7
13374,6688,19,Cruzeiro,7,3,42.0,351,77.0,19,3,0,0,4
13375,6688,19,Palmeiras,13,3,58.0,461,86.0,20,2,0,1,4
13376,6689,19,Botafogo-RJ,3,0,61.0,570,87.0,5,1,0,0,0
13377,6689,19,Ceara,23,6,39.0,347,78.0,11,1,0,5,18
13378,6691,19,Atletico-MG,25,11,61.0,659,88.0,6,0,0,0,10
13379,6691,19,Internacional,15,9,39.0,435,83.0,14,1,0,1,0
13382,6693,19,Gremio,22,10,64.0,628,88.0,10,0,0,1,15
13383,6693,19,Goias,12,4,36.0,365,84.0,10,1,0,0,4
13384,6694,19,Fluminense,12,2,49.0,429,84.0,19,4,0,2,3
13385,6694,19,Corinthians,13,3,51.0,439,88.0,12,1,0,1,6
13386,6692,19,Bahia,11,3,54.0,383,81.0,16,1,0,5,5
13387,6692,19,Fortaleza,9,1,46.0,336,77.0,11,1,0,0,7
13388,6695,19,CSA,7,2,28.0,206,57.0,16,3,0,1,3
13389,6695,19,Sao Paulo,33,6,72.0,523,86.0,14,1,0,3,11
13390,6696,20,Sao Paulo,17,7,46.0,383,76.0,23,1,0,2,11
13391,6696,20,Botafogo-RJ,14,5,54.0,442,82.0,14,3,0,2,1
13392,6697,20,Flamengo,13,5,59.0,487,85.0,14,2,0,0,4
13393,6697,20,Cruzeiro,9,3,41.0,351,80.0,9,2,0,3,1
13394,6698,20,Corinthians,15,3,49.0,396,83.0,12,2,0,2,4
13395,6698,20,Bahia,9,3,51.0,419,84.0,15,4,0,1,3
13396,6699,20,Gremio,12,6,42.0,346,74.0,15,4,0,0,2
13397,6699,20,Santos,18,5,58.0,468,82.0,13,1,0,0,9
13398,6700,20,Chapecoense,8,2,36.0,303,71.0,19,4,0,0,3
13399,6700,20,Internacional,14,3,64.0,527,84.0,12,0,0,3,8
13402,6701,20,Palmeiras,14,3,57.0,459,83.0,11,1,0,4,5
13403,6701,20,Fortaleza,12,1,43.0,346,78.0,16,4,0,1,5
13404,6702,20,Ceara,23,9,55.0,399,79.0,9,2,0,1,11
13405,6702,20,CSA,12,5,45.0,322,75.0,20,1,0,4,6
13406,6704,20,Goias,11,5,28.0,231,77.0,16,4,1,1,4
13407,6704,20,Fluminense,8,2,72.0,572,87.0,10,0,0,1,8
13408,6705,20,Atletico-MG,14,4,64.0,558,82.0,14,1,0,1,10
13409,6705,20,Avai,11,7,36.0,318,72.0,11,3,0,2,4
13410,6706,21,Cruzeiro,14,3,54.0,461,78.0,17,3,0,2,3
13411,6706,21,Ceara,19,8,46.0,402,75.0,18,2,0,1,8
13412,6707,21,Bahia,19,3,58.0,509,86.0,17,1,0,0,5
13413,6707,21,Botafogo-RJ,3,1,42.0,377,80.0,9,0,1,1,1
13414,6708,21,Flamengo,21,7,73.0,594,88.0,16,1,0,1,6
13415,6708,21,Internacional,3,2,27.0,232,72.0,6,1,2,3,1
13416,6709,21,Sao Paulo,13,4,73.0,543,83.0,21,2,0,4,10
13417,6709,21,Goias,3,3,27.0,212,60.0,24,4,0,0,0
13418,6710,21,CSA,11,4,30.0,295,82.0,13,1,0,0,2
13419,6710,21,Palmeiras,17,11,70.0,694,91.0,13,0,0,0,5
13420,6711,21,Santos,19,7,53.0,467,83.0,15,2,1,1,5
13421,6711,21,Fluminense,13,3,47.0,418,80.0,12,2,2,2,1
13422,6712,21,Avai,11,4,48.0,538,89.0,9,1,0,0,2
13423,6712,21,Gremio,11,8,52.0,585,89.0,18,1,0,0,6
13424,6713,21,Fortaleza,11,3,34.0,321,79.0,8,0,0,1,7
13425,6713,21,Athletico-PR,20,9,66.0,607,89.0,11,3,0,0,11
13426,6716,22,Sao Paulo,8,1,38.0,334,73.0,27,4,0,3,2
13427,6716,22,Flamengo,17,8,62.0,531,84.0,20,3,0,2,9
13428,6717,22,Corinthians,10,7,55.0,455,81.0,16,3,0,2,5
13429,6717,22,Vasco,15,2,45.0,382,78.0,23,5,0,4,2
13432,6718,22,CSA,9,2,37.0,338,76.0,12,2,0,2,4
13433,6718,22,Santos,12,5,63.0,572,87.0,13,0,1,1,10
13434,6719,22,Palmeiras,12,5,46.0,403,82.0,17,2,0,1,3
13435,6719,22,Internacional,18,6,54.0,455,85.0,28,3,0,0,3
13436,6720,22,Gremio,15,4,53.0,531,87.0,9,4,0,1,6
13437,6720,22,Fluminense,12,5,47.0,481,85.0,17,1,0,0,2
13438,6722,22,Ceara,8,1,38.0,315,73.0,12,2,0,1,8
13439,6722,22,Atletico-MG,25,6,62.0,515,85.0,13,0,0,0,5
13440,6723,22,Avai,14,4,56.0,481,82.0,16,1,0,4,7
13441,6723,22,Bahia,6,2,44.0,393,76.0,16,2,0,1,5
13442,6724,22,Fortaleza,16,3,45.0,410,85.0,15,3,0,1,5
13443,6724,22,Botafogo-RJ,6,2,55.0,502,84.0,12,2,0,1,1
13444,6725,22,Goias,8,2,33.0,252,66.0,20,0,0,0,0
13445,6725,22,Cruzeiro,11,1,67.0,505,83.0,19,3,0,2,9
13446,6714,21,Vasco,16,5,45.0,338,78.0,22,2,0,2,7
13447,6714,21,Atletico-MG,14,3,55.0,404,80.0,18,3,0,1,5
13448,6715,21,Corinthians,12,2,45.0,336,75.0,15,2,0,2,7
13449,6715,21,Chapecoense,14,4,55.0,397,79.0,19,3,0,1,9
13450,6726,23,Santos,8,4,58.0,423,81.0,17,2,1,1,2
13451,6726,23,Vasco,16,2,42.0,285,73.0,15,4,0,1,8
13452,6727,23,Fortaleza,7,2,38.0,300,80.0,14,2,0,0,3
13453,6727,23,Sao Paulo,19,8,62.0,478,89.0,15,3,0,0,9
13454,6728,23,Gremio,18,4,65.0,609,88.0,12,3,0,3,10
13455,6728,23,Corinthians,13,2,35.0,338,81.0,12,2,0,0,5
13456,6729,23,Bahia,14,4,46.0,413,83.0,9,2,0,1,4
13457,6729,23,Athletico-PR,13,5,54.0,491,83.0,14,3,0,1,4
13458,6730,23,Cruzeiro,16,5,53.0,470,81.0,18,5,0,0,3
13459,6730,23,Internacional,12,2,47.0,440,82.0,14,3,0,1,3
13460,6731,23,Chapecoense,5,1,36.0,298,65.0,16,1,0,3,1
13461,6731,23,Flamengo,24,5,64.0,520,82.0,20,0,0,2,8
13462,6733,23,Atletico-MG,11,5,33.0,254,72.0,20,4,0,1,2
13463,6733,23,Palmeiras,19,7,67.0,506,88.0,12,3,0,2,17
13464,6734,23,Botafogo-RJ,11,5,46.0,410,79.0,20,4,0,3,5
13465,6734,23,Fluminense,12,5,54.0,481,86.0,20,1,0,3,2
13466,6732,23,Ceara,23,5,58.0,411,85.0,7,1,0,2,15
13467,6732,23,Goias,9,3,42.0,314,72.0,12,0,0,1,9
13468,6735,23,Avai,17,1,71.0,593,88.0,11,3,0,1,8
13469,6735,23,CSA,15,6,29.0,242,72.0,10,3,0,1,4
13470,6737,24,Goias,18,4,57.0,446,83.0,18,2,0,1,5
13471,6737,24,Botafogo-RJ,12,7,43.0,348,76.0,29,4,0,2,5
13472,6736,24,CSA,14,4,30.0,259,71.0,16,2,0,0,3
13473,6736,24,Internacional,14,2,70.0,593,88.0,9,2,0,4,11
13474,6738,24,Chapecoense,16,5,47.0,397,83.0,17,2,0,1,6
13475,6738,24,Fortaleza,10,5,53.0,446,84.0,18,4,0,4,2
13476,6740,24,Ceara,10,5,31.0,293,76.0,19,3,0,1,4
13477,6740,24,Gremio,11,4,69.0,641,90.0,11,0,0,1,4
13478,6739,24,Sao Paulo,8,2,60.0,565,86.0,15,1,0,2,5
13479,6739,24,Bahia,14,6,40.0,378,82.0,10,2,0,3,3
13480,6741,24,Cruzeiro,17,8,51.0,459,77.0,17,4,0,3,2
13481,6741,24,Fluminense,9,0,49.0,460,80.0,18,3,0,0,5
13482,6742,24,Palmeiras,13,3,43.0,364,84.0,13,2,1,0,3
13483,6742,24,Santos,15,6,57.0,474,88.0,16,1,0,3,2
13486,6744,24,Vasco,12,4,44.0,419,78.0,11,1,0,1,6
13487,6744,24,Avai,16,2,56.0,505,83.0,18,1,0,0,7
13488,6745,24,Atletico-MG,5,2,33.0,318,72.0,9,3,0,1,2
13489,6745,24,Flamengo,19,6,67.0,630,89.0,10,0,0,0,9
13490,6746,25,CSA,8,2,51.0,376,78.0,21,3,0,1,2
13491,6746,25,Goias,14,3,49.0,365,77.0,17,2,0,2,4
13492,6747,25,Bahia,17,6,51.0,447,84.0,15,1,0,0,7
13493,6747,25,Fluminense,13,3,49.0,434,82.0,11,0,0,1,4
13494,6748,25,Botafogo-RJ,6,0,51.0,422,82.0,13,2,0,0,2
13495,6748,25,Palmeiras,18,7,49.0,413,80.0,22,2,0,2,7
13498,6749,25,Santos,11,3,54.0,492,81.0,18,3,0,2,3
13499,6749,25,Internacional,13,1,46.0,420,81.0,16,2,0,8,9
13500,6752,25,Fortaleza,7,2,41.0,301,78.0,19,3,1,1,3
13501,6752,25,Vasco,16,5,59.0,406,80.0,14,2,0,1,10
