,partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
12250,6126,1,Cruzeiro,12,2,40.0,425,81.0,20,3,0,0,7
12251,6126,1,Gremio,6,2,60.0,649,86.0,15,1,1,3,4
12252,6127,1,Vitoria,21,6,66.0,545,88.0,24,3,0,2,4
12253,6127,1,Flamengo,10,5,34.0,286,72.0,10,2,1,2,5
12254,6128,1,Santos,22,3,54.0,532,90.0,7,0,0,1,4
12255,6128,1,Ceara,10,2,46.0,472,85.0,5,1,0,0,2
12256,6129,1,America-MG,14,4,38.0,363,76.0,11,1,0,4,2
12257,6129,1,Sport,15,5,62.0,580,85.0,12,3,0,3,6
12258,6130,1,Vasco,19,7,67.0,596,88.0,11,4,0,3,9
12259,6130,1,Atletico-MG,11,6,33.0,321,78.0,18,3,0,3,3
12260,6131,1,Internacional,13,4,45.0,412,75.0,16,2,0,1,4
12261,6131,1,Bahia,12,2,55.0,491,82.0,18,0,0,1,3
12262,6132,1,Fluminense,13,3,35.0,293,73.0,15,0,0,0,2
12263,6132,1,Corinthians,11,2,65.0,515,84.0,14,0,0,0,6
12264,6133,1,Athletico-PR,18,8,70.0,646,92.0,10,1,0,3,3
12265,6133,1,Chapecoense,14,1,30.0,271,77.0,16,3,0,1,9
12266,6134,1,Parana,7,1,48.0,446,84.0,15,2,0,2,7
12267,6134,1,Sao Paulo,10,5,52.0,480,86.0,20,4,0,3,7
12268,6135,1,Botafogo-RJ,13,3,46.0,409,80.0,7,1,0,0,8
12269,6135,1,Palmeiras,7,4,54.0,498,81.0,23,4,0,0,3
12270,6136,2,Santos,8,2,46.0,352,80.0,21,3,0,5,6
12271,6136,2,Bahia,12,5,54.0,395,84.0,29,4,0,2,7
12272,6137,2,Flamengo,14,5,49.0,345,82.0,15,1,0,1,6
12273,6137,2,America-MG,18,5,51.0,345,79.0,17,1,0,0,12
12274,6138,2,Corinthians,9,4,52.0,467,82.0,16,1,0,1,2
12275,6138,2,Parana,17,6,48.0,413,84.0,16,1,0,2,5
12276,6139,2,Ceara,14,3,51.0,497,85.0,12,1,0,1,7
12277,6139,2,Sao Paulo,11,3,49.0,476,86.0,7,1,0,1,7
12278,6140,2,Atletico-MG,12,5,61.0,497,86.0,22,2,0,6,6
12279,6140,2,Vitoria,11,3,39.0,321,78.0,19,4,0,1,5
12280,6141,2,Fluminense,3,1,31.0,273,69.0,13,3,1,0,1
12281,6141,2,Cruzeiro,16,6,69.0,576,85.0,19,2,0,3,7
12282,6142,2,Vasco,17,4,64.0,559,84.0,8,2,0,2,3
12283,6142,2,Chapecoense,10,2,36.0,306,75.0,13,1,0,2,3
12284,6143,2,Palmeiras,13,2,44.0,390,79.0,14,2,0,0,8
12285,6143,2,Internacional,7,2,56.0,483,81.0,15,2,0,2,9
12286,6144,2,Gremio,22,6,49.0,587,86.0,9,3,0,3,7
12287,6144,2,Athletico-PR,7,1,51.0,602,85.0,15,2,1,1,4
12288,6145,2,Botafogo-RJ,10,1,49.0,375,77.0,15,3,0,0,7
12289,6145,2,Sport,20,11,51.0,391,77.0,14,1,0,2,10
12290,6146,3,Botafogo-RJ,19,6,56.0,464,85.0,14,1,0,0,10
12291,6146,3,Gremio,9,1,44.0,388,79.0,12,1,0,2,4
12292,6149,3,Chapecoense,7,0,28.0,237,71.0,17,6,0,2,1
12293,6149,3,Palmeiras,16,4,72.0,589,85.0,17,4,0,2,14
12294,6151,3,Corinthians,5,1,42.0,413,80.0,15,3,0,0,0
12295,6151,3,Atletico-MG,18,5,58.0,556,88.0,25,4,0,2,10
12296,6152,3,Sao Paulo,14,3,45.0,316,73.0,16,2,0,0,8
12297,6152,3,Fluminense,12,2,55.0,370,80.0,17,3,0,2,7
12298,6147,3,Athletico-PR,9,2,66.0,640,88.0,12,2,0,1,2
12299,6147,3,Bahia,23,7,34.0,334,83.0,22,2,0,2,8
12300,6148,3,Flamengo,18,7,52.0,431,86.0,12,2,0,3,5
12301,6148,3,Ceara,8,1,48.0,401,88.0,18,1,0,1,2
12302,6150,3,Sport,10,3,30.0,261,63.0,15,1,0,3,1
12303,6150,3,Parana,28,12,70.0,575,85.0,14,1,0,2,8
12304,6153,3,Internacional,22,6,59.0,462,83.0,15,4,0,5,18
12305,6153,3,Cruzeiro,8,0,41.0,350,77.0,14,3,0,1,4
12306,6154,3,America-MG,15,8,40.0,305,68.0,14,1,1,0,8
12307,6154,3,Vitoria,14,5,60.0,445,79.0,12,2,0,3,7
12308,6156,4,Vasco,18,7,67.0,557,86.0,14,4,0,5,3
12309,6156,4,America-MG,4,1,33.0,282,70.0,24,4,0,0,3
12310,6157,4,Atletico-MG,9,5,62.0,535,87.0,14,4,0,2,7
12311,6157,4,Sao Paulo,7,2,38.0,317,77.0,17,4,0,2,6
12312,6158,4,Ceara,4,3,38.0,380,82.0,20,4,0,3,2
12313,6158,4,Corinthians,14,4,62.0,585,89.0,12,2,0,2,12
12314,6159,4,Flamengo,17,7,58.0,470,86.0,12,5,0,1,6
12315,6159,4,Internacional,11,4,42.0,345,82.0,15,4,1,0,6
12316,6160,4,Botafogo-RJ,7,1,48.0,395,80.0,12,4,0,1,6
12317,6160,4,Cruzeiro,23,6,52.0,417,82.0,19,1,0,5,8
12318,6161,4,Palmeiras,15,6,38.0,389,77.0,15,2,0,1,6
12319,6161,4,Athletico-PR,9,4,62.0,619,89.0,10,1,0,3,3
12320,6162,4,Fluminense,18,4,66.0,517,84.0,7,1,0,1,9
12321,6162,4,Vitoria,7,1,34.0,274,72.0,18,2,0,3,3
12322,6163,4,Gremio,18,8,64.0,657,90.0,15,1,0,0,8
12323,6163,4,Santos,8,2,36.0,370,83.0,22,3,0,1,1
12324,6164,4,Bahia,7,1,53.0,393,78.0,21,1,1,0,7
12325,6164,4,Sport,20,9,47.0,343,76.0,18,1,0,1,9
12326,6165,4,Parana,18,3,47.0,338,71.0,16,2,1,1,4
12327,6165,4,Chapecoense,13,2,53.0,373,73.0,10,1,0,0,6
12328,6166,5,Internacional,5,1,22.0,212,65.0,24,4,0,0,1
12329,6166,5,Gremio,11,1,78.0,721,89.0,13,3,0,0,11
12330,6167,5,Cruzeiro,15,5,56.0,481,86.0,18,2,0,4,7
12331,6167,5,Sport,10,4,44.0,389,82.0,16,3,0,2,4
12332,6169,5,Vitoria,9,3,37.0,289,69.0,19,3,0,1,2
12333,6169,5,Vasco,20,7,63.0,472,80.0,16,2,0,1,7
12334,6170,5,Palmeiras,10,4,47.0,366,74.0,21,3,0,2,3
12335,6170,5,Corinthians,11,5,53.0,409,79.0,15,2,0,0,10
12336,6171,5,Sao Paulo,10,4,52.0,392,76.0,14,3,0,1,3
12337,6171,5,Bahia,11,5,48.0,378,78.0,20,5,0,1,3
12338,6172,5,Chapecoense,11,3,42.0,327,79.0,18,2,0,1,3
12339,6172,5,Flamengo,14,4,58.0,437,82.0,17,3,0,3,7
12340,6168,5,Athletico-PR,18,8,63.0,607,88.0,15,2,0,1,6
12341,6168,5,Atletico-MG,23,11,37.0,358,79.0,16,2,0,0,10
12342,6173,5,Santos,10,5,57.0,545,87.0,12,1,0,4,6
12343,6173,5,Parana,14,4,43.0,419,86.0,14,2,0,0,5
12344,6175,5,America-MG,11,4,35.0,287,68.0,18,3,0,3,2
12345,6175,5,Ceara,24,9,65.0,516,84.0,16,1,0,2,8
12346,6174,5,Botafogo-RJ,8,5,41.0,328,77.0,12,2,0,2,5
12347,6174,5,Fluminense,22,9,59.0,465,84.0,12,2,0,2,9
12348,6176,6,Atletico-MG,18,5,69.0,588,86.0,13,3,0,0,3
12349,6176,6,Cruzeiro,11,2,31.0,260,75.0,15,1,1,1,6
12350,6177,6,Vasco,16,7,39.0,298,76.0,24,3,2,0,11
12351,6177,6,Flamengo,11,3,61.0,462,82.0,16,2,2,3,6
12352,6178,6,Bahia,13,4,47.0,393,80.0,13,2,0,1,4
12353,6178,6,Palmeiras,14,6,53.0,438,80.0,17,3,0,4,5
12354,6179,6,Ceara,16,6,59.0,508,84.0,17,0,0,1,4
12355,6179,6,Vitoria,14,3,41.0,351,77.0,11,4,0,0,7
12356,6181,6,Botafogo-RJ,9,1,57.0,553,85.0,11,4,0,5,2
12357,6181,6,America-MG,14,2,43.0,422,81.0,20,2,0,1,5
12358,6182,6,Gremio,8,2,75.0,719,90.0,18,1,0,1,9
12359,6182,6,Parana,6,0,25.0,246,71.0,16,2,0,0,1
12360,6183,6,Sport,14,5,44.0,436,85.0,18,2,0,1,3
12361,6183,6,Corinthians,5,2,56.0,562,88.0,17,3,0,2,5
12362,6180,6,Sao Paulo,14,1,39.0,341,75.0,13,3,1,2,4
12363,6180,6,Santos,7,1,61.0,557,82.0,6,2,0,1,2
12364,6184,6,Fluminense,14,6,32.0,294,75.0,13,1,0,2,3
12365,6184,6,Athletico-PR,18,3,68.0,612,87.0,18,2,0,1,6
12366,6185,6,Chapecoense,10,2,51.0,462,81.0,15,2,0,0,2
12367,6185,6,Internacional,13,3,49.0,450,82.0,14,1,0,2,2
12368,6186,7,Chapecoense,16,5,55.0,445,82.0,14,1,0,0,6
12369,6186,7,Fluminense,11,5,45.0,387,79.0,21,1,0,1,1
12370,6187,7,Palmeiras,16,5,61.0,501,79.0,17,3,0,4,9
12371,6187,7,Sport,13,6,39.0,324,70.0,10,2,1,0,3
12372,6188,7,Atletico-MG,18,3,68.0,599,86.0,15,1,0,0,14
12373,6188,7,Flamengo,7,4,32.0,306,78.0,13,4,0,4,1
12374,6189,7,Parana,15,2,31.0,296,79.0,8,3,0,1,10
12375,6189,7,Athletico-PR,6,1,69.0,673,90.0,14,1,0,1,4
12376,6190,7,Internacional,19,7,55.0,500,87.0,13,3,0,2,12
12377,6190,7,Corinthians,4,2,45.0,437,81.0,10,1,0,0,2
12378,6191,7,Vasco,6,1,48.0,442,79.0,16,5,1,2,2
12379,6191,7,Bahia,14,6,52.0,460,83.0,20,1,0,3,4
12380,6193,7,Vitoria,6,1,41.0,359,72.0,18,4,0,2,1
12381,6193,7,Botafogo-RJ,8,3,59.0,497,80.0,10,1,0,6,6
12382,6192,7,Cruzeiro,17,4,45.0,407,82.0,12,4,0,0,7
12383,6192,7,Santos,16,6,55.0,496,84.0,12,1,0,0,5
12384,6194,7,Ceara,11,1,40.0,411,83.0,15,4,0,1,6
12385,6194,7,Gremio,11,5,60.0,638,89.0,13,2,0,0,3
12386,6195,7,Sao Paulo,12,6,44.0,337,73.0,19,3,0,5,7
12387,6195,7,America-MG,12,4,56.0,427,80.0,22,4,0,2,9
12388,6197,8,Internacional,11,3,55.0,415,79.0,12,2,0,2,4
12389,6197,8,Vitoria,22,6,45.0,333,76.0,14,3,0,2,10
12390,6196,8,Parana,10,2,49.0,392,80.0,18,3,1,4,2
12391,6196,8,Vasco,13,4,51.0,399,78.0,24,3,1,0,4
12392,6198,8,Sport,15,6,40.0,355,81.0,14,4,0,3,1
12393,6198,8,Atletico-MG,13,7,60.0,540,86.0,10,2,0,5,3
12394,6199,8,Ceara,9,3,53.0,414,79.0,13,3,0,1,2
12395,6199,8,Chapecoense,20,5,47.0,342,80.0,17,2,0,1,9
12396,6200,8,Botafogo-RJ,11,3,60.0,467,81.0,16,3,0,1,3
12397,6200,8,Sao Paulo,15,7,40.0,326,72.0,19,2,0,3,3
12398,6201,8,Fluminense,6,3,30.0,278,68.0,13,5,0,0,0
12399,6201,8,Gremio,20,6,70.0,632,88.0,19,1,0,2,8
12400,6202,8,Cruzeiro,8,1,51.0,439,79.0,26,3,0,3,3
12401,6202,8,Palmeiras,6,4,49.0,439,80.0,18,6,0,1,3
12402,6203,8,Bahia,17,7,43.0,440,86.0,7,2,0,2,5
12403,6203,8,Flamengo,16,6,57.0,588,85.0,10,0,0,0,4
12404,6204,8,Corinthians,12,3,60.0,619,88.0,14,2,0,2,1
12405,6204,8,America-MG,13,6,40.0,409,79.0,13,2,2,1,4
12406,6205,8,Santos,17,3,58.0,610,89.0,6,1,0,1,7
12407,6205,8,Athletico-PR,17,9,42.0,446,82.0,14,1,0,2,4
12408,6206,9,Internacional,18,3,56.0,457,74.0,14,3,0,2,14
12409,6206,9,Sport,11,3,44.0,396,73.0,14,3,0,2,3
12410,6207,9,Atletico-MG,22,5,72.0,568,87.0,15,2,0,0,6
12411,6207,9,Chapecoense,7,3,28.0,225,72.0,19,3,1,6,3
12412,6208,9,Vasco,14,4,73.0,668,87.0,12,2,0,0,4
12413,6208,9,Botafogo-RJ,13,5,27.0,238,65.0,16,4,0,0,7
12414,6209,9,Sao Paulo,8,3,52.0,326,77.0,23,4,0,0,9
12415,6209,9,Palmeiras,8,3,48.0,303,77.0,22,4,0,2,5
12416,6210,9,Corinthians,15,2,47.0,417,85.0,18,1,0,0,7
12417,6210,9,Flamengo,19,4,53.0,462,87.0,14,3,0,1,8
12418,6212,9,Athletico-PR,7,2,58.0,548,83.0,15,2,0,4,5
12419,6212,9,America-MG,21,7,42.0,391,78.0,9,1,0,1,9
12420,6213,9,Vitoria,14,6,43.0,329,81.0,16,4,0,0,11
12421,6213,9,Santos,21,10,57.0,447,87.0,12,0,0,5,8
12422,6211,9,Gremio,10,4,43.0,372,80.0,16,5,0,4,1
12423,6211,9,Bahia,15,2,57.0,467,81.0,18,2,0,0,5
12424,6214,9,Cruzeiro,13,7,58.0,563,88.0,15,4,0,4,6
12425,6214,9,Ceara,9,4,42.0,405,84.0,13,2,0,1,1
12426,6215,9,Parana,12,5,39.0,323,75.0,14,6,0,2,4
12427,6215,9,Fluminense,13,4,61.0,487,83.0,16,3,0,3,7
12428,6216,10,Sao Paulo,9,3,48.0,397,76.0,30,4,0,0,6
12429,6216,10,Internacional,13,3,52.0,449,77.0,8,2,0,1,3
12430,6218,10,Botafogo-RJ,18,4,57.0,463,85.0,17,0,0,2,4
12431,6218,10,Ceara,7,2,43.0,365,80.0,17,3,0,2,4
12432,6217,10,Chapecoense,11,3,53.0,403,77.0,15,2,0,1,5
12433,6217,10,Vitoria,14,6,47.0,369,73.0,20,3,0,2,3
12434,6220,10,Sport,10,3,33.0,291,77.0,13,2,0,0,1
12435,6220,10,Athletico-PR,10,3,67.0,573,87.0,20,4,0,2,6
12436,6219,10,Santos,19,7,49.0,421,84.0,15,2,0,3,11
12437,6219,10,Corinthians,14,4,51.0,425,87.0,12,3,0,2,8
12438,6221,10,Gremio,14,5,53.0,449,83.0,13,2,0,0,5
12439,6221,10,Palmeiras,9,3,47.0,414,81.0,30,5,0,1,7
12440,6222,10,Cruzeiro,18,3,66.0,533,85.0,8,1,0,1,12
12441,6222,10,Vasco,5,3,34.0,297,66.0,14,1,0,3,1
12442,6223,10,Bahia,10,4,54.0,457,81.0,18,2,0,2,6
12443,6223,10,Parana,12,2,46.0,412,75.0,17,4,0,1,3
12444,6224,10,Fluminense,11,3,53.0,409,86.0,16,5,0,0,10
12445,6224,10,Flamengo,9,8,47.0,383,82.0,7,2,0,1,7
12446,6225,10,Atletico-MG,12,4,53.0,504,83.0,7,2,0,1,6
12447,6225,10,America-MG,17,3,47.0,434,82.0,13,2,0,3,11
12448,6226,11,Sao Paulo,9,3,38.0,318,78.0,18,3,0,3,3
12449,6226,11,Athletico-PR,14,5,62.0,509,85.0,15,3,0,1,5
12450,6228,11,Vasco,13,7,40.0,382,79.0,27,4,0,1,1
12451,6228,11,Sport,13,2,60.0,546,84.0,10,3,0,4,2
12452,6227,11,Chapecoense,10,3,44.0,338,73.0,22,2,0,3,3
12453,6227,11,Cruzeiro,8,2,56.0,432,81.0,17,3,0,4,6
12454,6229,11,Corinthians,18,2,64.0,499,82.0,14,2,0,4,10
12455,6229,11,Vitoria,13,3,36.0,287,75.0,19,2,0,0,6
12456,6232,11,Gremio,12,4,63.0,586,86.0,14,2,0,0,7
12457,6232,11,America-MG,10,3,37.0,357,78.0,13,3,0,0,4
12458,6230,11,Atletico-MG,16,9,51.0,493,89.0,15,2,0,3,4
12459,6230,11,Fluminense,15,4,49.0,479,87.0,9,2,0,0,7
12460,6231,11,Bahia,21,9,60.0,463,82.0,24,4,0,3,13
12461,6231,11,Botafogo-RJ,12,5,40.0,340,72.0,9,2,1,0,1
12462,6233,11,Ceara,17,6,42.0,358,78.0,15,3,0,1,4
12463,6233,11,Palmeiras,9,3,58.0,505,82.0,12,2,0,2,4
12464,6235,11,Internacional,14,4,39.0,348,80.0,20,4,0,1,2
12465,6235,11,Santos,15,4,61.0,535,85.0,10,3,1,1,7
12466,6234,11,Parana,7,0,37.0,357,85.0,8,0,0,1,5
12467,6234,11,Flamengo,11,5,63.0,601,91.0,11,2,0,1,9
12468,6236,12,Sao Paulo,14,5,57.0,454,83.0,24,3,1,5,6
12469,6236,12,Vitoria,9,5,43.0,362,81.0,17,3,1,1,1
12470,6237,12,Chapecoense,10,2,51.0,417,82.0,15,0,0,1,8
12471,6237,12,America-MG,12,3,49.0,413,84.0,13,5,0,2,3
12472,6238,12,Santos,6,2,52.0,528,88.0,12,3,0,3,7
12473,6238,12,Fluminense,13,1,48.0,501,88.0,16,2,0,1,2
12474,6239,12,Sport,10,1,52.0,476,84.0,14,3,0,0,4
12475,6239,12,Gremio,5,3,48.0,455,80.0,16,2,0,2,2
12476,6240,12,Cruzeiro,10,4,57.0,471,82.0,23,2,0,4,4
12477,6240,12,Parana,7,1,43.0,365,80.0,23,8,0,1,3
12478,6241,12,Palmeiras,15,5,45.0,340,79.0,21,4,3,0,4
12479,6241,12,Flamengo,13,8,55.0,408,84.0,18,6,3,0,6
12480,6242,12,Botafogo-RJ,21,7,37.0,332,81.0,11,0,0,0,8
12481,6242,12,Athletico-PR,20,3,63.0,554,89.0,9,2,0,1,9
12482,6243,12,Bahia,22,10,40.0,333,78.0,19,2,0,1,7
12483,6243,12,Corinthians,11,2,60.0,510,84.0,11,1,0,2,8
12484,6244,12,Vasco,10,6,46.0,402,76.0,11,0,0,0,7
12485,6244,12,Internacional,14,6,54.0,472,83.0,13,2,0,3,4
12486,6245,12,Ceara,7,1,32.0,314,82.0,10,0,0,3,5
12487,6245,12,Atletico-MG,22,6,68.0,672,88.0,10,1,0,2,8
12488,6246,13,Sport,11,4,67.0,575,87.0,12,0,0,2,5
12489,6246,13,Ceara,17,3,33.0,291,79.0,15,0,0,0,6
12490,6247,13,Parana,7,2,48.0,368,76.0,22,2,0,2,5
12491,6247,13,Vitoria,13,4,52.0,382,82.0,24,2,0,1,5
12492,6249,13,Gremio,23,5,61.0,648,89.0,10,1,0,1,5
12493,6249,13,Atletico-MG,4,1,39.0,424,83.0,19,2,0,1,2
12494,6248,13,Corinthians,8,3,49.0,424,82.0,19,2,0,0,3
12495,6248,13,Botafogo-RJ,24,8,51.0,421,80.0,13,3,0,1,10
12496,6250,13,Sao Paulo,16,2,29.0,228,70.0,17,3,1,3,5
12497,6250,13,Flamengo,26,7,71.0,552,86.0,11,3,0,0,9
12498,6251,13,Chapecoense,5,3,49.0,399,80.0,12,1,0,1,5
12499,6251,13,Bahia,11,5,51.0,420,85.0,19,2,0,1,3
12500,6252,13,America-MG,8,2,46.0,453,83.0,8,1,0,1,5
12501,6252,13,Cruzeiro,15,6,54.0,521,85.0,11,3,0,3,3
12502,6253,13,Vasco,16,4,54.0,425,79.0,21,4,0,1,2
12503,6253,13,Fluminense,14,5,46.0,362,79.0,21,2,0,1,4
12504,6254,13,Palmeiras,13,7,51.0,429,82.0,16,6,0,0,2
12505,6254,13,Santos,17,4,49.0,410,86.0,15,4,0,1,8
12506,6255,13,Internacional,14,3,47.0,388,82.0,16,5,0,1,6
12507,6255,13,Athletico-PR,20,6,53.0,436,85.0,11,3,1,2,4
12508,6256,14,Botafogo-RJ,17,4,43.0,357,77.0,15,1,1,2,6
12509,6256,14,Flamengo,9,4,57.0,497,81.0,17,0,0,0,1
12510,6257,14,Corinthians,12,3,54.0,377,84.0,21,7,0,0,7
12511,6257,14,Sao Paulo,18,8,46.0,315,80.0,9,2,0,2,10
12512,6261,14,Vitoria,10,4,45.0,330,74.0,26,4,1,0,7
12513,6261,14,Bahia,14,7,55.0,402,80.0,18,3,0,1,5
12514,6258,14,Gremio,17,5,67.0,521,85.0,17,6,0,2,10
12515,6258,14,Vasco,9,4,33.0,269,69.0,12,4,1,0,8
12516,6262,14,Fluminense,15,5,43.0,353,75.0,17,5,0,1,4
12517,6262,14,Sport,17,5,57.0,430,80.0,14,1,0,0,11
12518,6259,14,Atletico-MG,14,7,56.0,506,82.0,18,2,1,4,7
12519,6259,14,Palmeiras,10,4,44.0,405,80.0,20,2,0,4,2
12520,6260,14,Parana,13,6,38.0,337,72.0,23,3,0,4,3
12521,6260,14,America-MG,9,1,62.0,543,77.0,10,3,0,1,3
12522,6263,14,Cruzeiro,18,8,60.0,548,87.0,7,1,0,1,9
12523,6263,14,Athletico-PR,6,2,40.0,377,79.0,14,3,1,0,3
12524,6264,14,Santos,14,1,48.0,400,83.0,13,4,0,2,3
12525,6264,14,Chapecoense,11,2,52.0,391,83.0,10,1,0,1,15
12526,6265,14,Ceara,8,4,40.0,418,77.0,13,3,0,3,0
12527,6265,14,Internacional,10,5,60.0,601,87.0,12,2,0,1,4
12528,6266,15,Fluminense,10,3,38.0,301,70.0,18,2,0,1,2
12529,6266,15,Palmeiras,13,3,62.0,491,82.0,16,2,1,1,3
12530,6267,15,Parana,21,8,42.0,392,82.0,15,1,0,1,7
12531,6267,15,Atletico-MG,6,4,58.0,557,84.0,16,1,1,1,5
12532,6268,15,Corinthians,12,4,46.0,494,84.0,9,0,0,1,3
12533,6268,15,Cruzeiro,14,5,54.0,570,85.0,10,2,0,2,4
12534,6269,15,Flamengo,13,3,56.0,503,86.0,14,1,0,1,8
12535,6269,15,Santos,13,2,44.0,391,83.0,17,1,0,2,10
12536,6270,15,Chapecoense,11,1,57.0,420,81.0,16,3,0,1,8
12537,6270,15,Botafogo-RJ,11,6,43.0,315,81.0,20,2,0,1,6
12538,6271,15,Sport,9,3,51.0,436,76.0,14,2,0,1,7
12539,6271,15,Vitoria,15,4,49.0,439,80.0,17,2,0,1,5
12540,6272,15,Gremio,12,3,65.0,566,84.0,23,4,0,2,9
12541,6272,15,Sao Paulo,9,6,35.0,302,74.0,19,5,0,0,3
12542,6273,15,Internacional,13,5,57.0,525,85.0,9,2,1,3,11
12543,6273,15,America-MG,6,4,43.0,426,77.0,12,2,1,0,3
12544,6276,16,Fluminense,11,3,64.0,472,82.0,13,1,0,0,3
12545,6276,16,Ceara,15,2,36.0,262,72.0,22,5,0,3,9
12546,6277,16,Parana,9,2,47.0,419,79.0,17,2,0,3,4
12547,6277,16,Palmeiras,24,12,53.0,450,86.0,20,2,0,2,8
12548,6278,16,Corinthians,10,5,48.0,472,83.0,11,0,0,4,2
12549,6278,16,Vasco,12,4,52.0,490,82.0,17,4,0,0,4
12550,6282,16,Cruzeiro,14,3,58.0,509,81.0,11,2,0,3,4
12551,6282,16,Sao Paulo,9,4,42.0,387,75.0,11,1,0,2,2
12552,6279,16,Sport,9,1,42.0,420,84.0,11,1,0,2,2
12553,6279,16,Flamengo,22,9,58.0,547,91.0,12,1,0,1,8
12554,6280,16,Vitoria,7,3,52.0,421,85.0,17,5,0,1,1
12555,6280,16,Athletico-PR,12,6,48.0,398,82.0,20,3,0,1,6
12556,6281,16,Botafogo-RJ,9,3,46.0,388,79.0,14,2,0,0,4
12557,6281,16,Internacional,15,9,54.0,442,78.0,13,1,0,0,5
12558,6283,16,Santos,29,4,74.0,614,90.0,8,2,0,2,14
12559,6283,16,America-MG,2,1,26.0,234,61.0,13,2,0,1,2
12560,6284,16,Gremio,8,4,42.0,340,71.0,15,3,0,1,3
12561,6284,16,Chapecoense,16,2,58.0,443,78.0,12,1,0,1,10
12562,6285,16,Bahia,21,6,58.0,510,86.0,15,4,0,1,6
12563,6285,16,Atletico-MG,5,2,42.0,405,80.0,18,2,0,3,3
12564,6286,17,Botafogo-RJ,16,2,46.0,381,77.0,12,1,0,2,5
12565,6286,17,Santos,9,3,54.0,460,79.0,19,5,0,4,2
12566,6287,17,Gremio,10,4,34.0,311,78.0,21,3,0,1,3
12567,6287,17,Flamengo,9,1,66.0,607,86.0,17,4,0,2,1
12568,6288,17,Corinthians,10,4,57.0,537,86.0,8,2,0,1,2
12569,6288,17,Athletico-PR,16,4,43.0,387,80.0,13,2,0,6,9
12570,6289,17,Vitoria,16,5,49.0,388,80.0,19,3,0,0,8
12571,6289,17,Cruzeiro,11,4,51.0,407,75.0,20,5,0,2,8
12572,6291,17,Palmeiras,14,4,49.0,489,86.0,18,2,0,0,9
12573,6291,17,America-MG,8,4,51.0,516,84.0,16,1,0,0,2
12574,6292,17,Vasco,9,3,59.0,493,81.0,9,2,0,3,2
12575,6292,17,Sao Paulo,11,4,41.0,327,70.0,27,2,0,1,5
12576,6290,17,Ceara,5,1,33.0,284,66.0,21,2,0,5,2
12577,6290,17,Parana,22,7,67.0,557,81.0,15,4,0,0,13
12578,6293,17,Fluminense,10,2,47.0,348,80.0,12,4,0,1,6
12579,6293,17,Bahia,10,2,53.0,392,78.0,18,2,0,0,8
12580,6294,17,Sport,20,4,63.0,555,82.0,14,1,0,1,8
12581,6294,17,Chapecoense,8,3,37.0,341,69.0,20,1,0,2,5
12582,6295,17,Atletico-MG,12,3,64.0,562,82.0,13,1,0,1,6
12583,6295,17,Internacional,8,4,36.0,329,75.0,13,1,0,1,2
12584,6296,20,Santos,8,3,49.0,385,76.0,13,2,0,3,3
12585,6296,20,Ceara,23,9,51.0,373,77.0,11,3,0,1,8
12586,6306,18,Ceara,14,4,46.0,377,80.0,15,3,0,0,3
12587,6306,18,Athletico-PR,14,2,54.0,443,82.0,14,3,0,0,9
12588,6307,18,America-MG,6,2,52.0,482,82.0,13,4,0,1,2
12589,6307,18,Bahia,21,6,48.0,438,81.0,11,1,0,2,9
12590,6308,18,Botafogo-RJ,15,4,47.0,393,82.0,9,4,1,2,4
12591,6308,18,Parana,14,2,53.0,423,83.0,11,3,1,2,4
12592,6309,18,Atletico-MG,14,6,47.0,375,80.0,17,2,0,1,3
12593,6309,18,Santos,9,3,53.0,407,84.0,8,0,0,1,4
12594,6311,18,Flamengo,9,4,52.0,420,83.0,28,3,0,3,5
12595,6311,18,Cruzeiro,9,3,48.0,402,82.0,17,3,0,2,2
12596,6312,18,Corinthians,13,5,59.0,460,82.0,20,2,0,1,5
12597,6312,18,Chapecoense,13,4,41.0,310,75.0,18,1,1,1,7
12598,6310,18,Sport,15,7,45.0,398,87.0,7,1,0,0,2
12599,6310,18,Sao Paulo,17,5,55.0,491,87.0,15,3,0,1,3
12600,6313,18,Gremio,14,8,54.0,559,85.0,20,1,0,1,1
12601,6313,18,Vitoria,13,3,46.0,481,85.0,17,3,0,1,1
12602,6314,18,Vasco,7,1,44.0,357,74.0,16,2,0,2,3
12603,6314,18,Palmeiras,10,4,56.0,453,81.0,17,1,0,3,5
12604,6315,18,Fluminense,19,6,60.0,545,85.0,8,3,0,0,7
12605,6315,18,Internacional,13,7,40.0,376,76.0,17,3,0,0,7
12606,6316,19,Santos,11,6,53.0,463,82.0,20,3,0,5,4
12607,6316,19,Sport,12,4,47.0,409,84.0,21,2,1,1,4
12608,6317,19,Gremio,12,9,41.0,466,80.0,8,1,0,3,7
12609,6317,19,Corinthians,9,3,59.0,649,85.0,8,1,0,0,5
12610,6318,19,Flamengo,15,6,68.0,553,89.0,10,1,0,1,5
12611,6318,19,Athletico-PR,14,8,32.0,263,80.0,15,3,0,3,5
12612,6319,19,Internacional,17,6,75.0,547,86.0,16,3,0,1,15
12613,6319,19,Parana,9,2,25.0,190,59.0,16,5,0,0,3
12614,6320,19,Palmeiras,26,12,46.0,416,77.0,18,1,0,0,3
